delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0002,0002,0012,0000,0001,0009,0000,0000,0007
0002,0003,0014,0000,0001,0014,0000,0001,0013
0002,0008,0014,0000,0003,0019,-002,0005,0015
0000,0011,0014,0000,0010,0019,-002,0007,0015
0000,0014,0009,0000,0018,0011,0001,0010,0009
0003,0023,0005,0003,0023,0007,0003,0016,0009
0001,0001,0001,0000,-001,-002,0002,0002,0001
0001,0001,0001,0000,-001,-001,0000,0003,0001
0000,0000,0002,0000,-001,-001,0000,0004,0002
0000,0000,0001,0000,0001,-001,0000,0004,0003
0000,0000,0001,0000,0001,0002,0000,0009,0004
0000,0000,0000,0001,0001,0002,-002,0009,0006
0001,0000,0000,0001,0000,0002,-002,0007,0016
0001,0001,0002,0001,0000,0003,-002,0003,0022
0008,0013,0002,0009,0024,0004,0004,0017,0004
0017,0006,0002,0019,0014,0002,0009,0010,0002
0017,0005,0001,0019,0007,0002,0012,0006,0002
0009,0003,0002,0018,0004,0002,0012,0004,0002
0007,0003,0002,0009,0004,0004,0010,0004,0002
0004,0003,0002,0006,0003,0004,0005,0003,0001
0004,0002,0000,0004,0002,0004,0004,0002,0001
0002,0001,-001,0002,0001,0000,0002,0002,0002
0002,0001,0000,0002,0000,0000,0002,0001,0002
0002,0001,0001,0002,0000,0000,0002,0002,0002
0002,0001,0001,0001,0000,0000,0002,0001,0002
0001,0001,0001,0001,0000,0000,0001,0003,0001
0001,0001,0000,0001,0001,0000,0001,0002,0002
0001,0001,0000,0001,0001,-002,0001,0003,0001
0001,0001,0000,0001,0000,-002,0001,0003,0003
0002,0001,0000,0001,0000,-002,0000,0003,0002
0002,0002,0002,0002,0001,0000,0000,0002,0002
0002,0000,0002,0002,0001,0000,0001,0002,0002
0001,0000,0002,0003,0001,0000,0001,0002,0001
0001,0000,0001,0003,0001,0000,0001,0001,0001
0001,0000,-001,0000,0000,0001,0000,0000,0000
0001,0000,-001,0000,0000,0000,0000,0001,0000
0001,0000,-001,0000,0000,-001,-002,0001,0001
0000,0001,0000,0000,0000,-001,-002,0001,0001
0000,0001,0001,0000,-001,-001,0000,0001,0001
0000,0002,0001,0000,0000,-001,0000,0001,0001
0000,0002,-001,0000,0000,0000,0000,0001,0001
-001,0002,-001,0000,0000,-001,0000,0003,0002
0000,0000,-002,0000,0001,0001,0000,0003,0002
0000,0000,-002,0000,0001,-001,0000,0002,0001
0001,0000,-001,0000,0000,-001,0000,0001,0001
0001,0000,-001,0001,0000,-002,0001,0002,0000
0001,0000,-001,0000,0000,-002,0001,0002,0000
0001,0000,0000,0001,0000,0001,0001,0003,0000
0001,-001,0000,0000,0000,0001,0001,0003,-001
0001,-001,0002,0001,0000,-002,0001,0002,0000
0001,0001,0002,0001,0000,-002,0001,0002,0003
0001,0001,0002,0001,0000,-001,0001,0003,0003
0000,0001,0000,-001,0001,0001,0001,0004,0003
-001,0001,0000,-001,0001,0000,0001,0004,0004
-001,0001,0000,0000,0000,0000,0001,0003,0004
